title,vote_average,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_Foreign,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_TV Movie,genre_Thriller,genre_War,genre_Western
TheChroniclesofNarniaTheVoyageoftheDawnTreader,6.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PearlHarbor,6.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Transformers,6.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HarryPotterandtheOrderofthePhoenix,7.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HarryPotterandtheGobletofFire,7.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hancock,6.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IAmLegend,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CharlieandtheChocolateFactory,6.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ratatouille,7.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BatmanBegins,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MadagascarEscape2Africa,6.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NightattheMuseumBattleoftheSmithsonian,5.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMenOriginsWolverine,6.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheMatrixRevolutions,6.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frozen,7.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheMatrixReloaded,6.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ThorTheDarkWorld,6.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MadMaxFuryRoad,7.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AngelsDemons,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Thor,6.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolt,6.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GForce,5.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WrathoftheTitans,5.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DarkShadows,5.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MissionImpossibleRogueNation,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheWolfman,5.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BeeMovie,5.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KungFuPanda2,6.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheLastAirbender,4.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MissionImpossibleIII,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WhiteHouseDown,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MarsNeedsMoms,5.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FlushedAway,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pan,5.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MrPeabodySherman,6.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Troy,6.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar3EuropesMostWanted,6.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DieAnotherDay,5.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghostbusters,5.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armageddon,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MeninBlackII,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beowulf,5.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KungFuPanda3,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MissionImpossibleGhostProtocol,6.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RiseoftheGuardians,7.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FunwithDickandJane,5.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheLastSamurai,7.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ExodusGodsandKings,5.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StarTrek,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SpiderMan,6.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HowtoTrainYourDragon2,7.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GodsofEgypt,5.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Stealth,4.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watchmen,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LethalWeapon4,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hulk,5.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GIJoeRetaliation,5.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sahara,5.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FinalFantasyTheSpiritsWithin,5.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaptainAmericaTheFirstAvenger,6.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheWorldIsNotEnough,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MasterandCommanderTheFarSideoftheWorld,6.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheTwilightSagaBreakingDawnPart2,6.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HappyFeetTwo,5.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheIncredibleHulk,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TheBFG,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheRevenant,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Turbo,6.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rango,6.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PenguinsofMadagascar,6.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TheBourneUltimatum,7.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KungFuPanda,6.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AntMan,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TheHungerGamesCatchingFire,7.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Home,6.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WaroftheWorlds,6.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BadBoysII,6.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PussinBoots,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salt,6.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noah,5.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TheAdventuresofTintin,6.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HarryPotterandthePrisonerofAzkaban,7.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AfterEarth,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dinosaur,6.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NightattheMuseumSecretoftheTomb,6.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Megamind,6.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HarryPotterandthePhilosophersStone,7.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIPD,5.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PiratesoftheCaribbeanTheCurseoftheBlackPearl,7.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheHungerGamesMockingjayPart1,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TheDaVinciCode,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rio2,6.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2,6.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FastFive,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SherlockHolmesAGameofShadows,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ClashoftheTitans,5.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TotalRecall,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The13thWarrior,6.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheBourneLegacy,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BatmanRobin,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HowtheGrinchStoleChristmas,6.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TheDayAfterTomorrow,6.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MissionImpossibleII,5.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ThePerfectStorm,6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fantastic4RiseoftheSilverSurfer,5.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LifeofPi,7.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GhostRider,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JasonBourne,5.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CharliesAngelsFullThrottle,5.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prometheus,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
StuartLittle2,5.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Elysium,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TheChroniclesofRiddick,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RoboCop,5.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpeedRacer,5.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HowDoYouKnow,4.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KnightandDay,5.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oblivion,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StarWarsEpisodeIIIRevengeoftheSith,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
StarWarsEpisodeIIAttackoftheClones,6.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MonstersInc,7.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheWolverine,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StarWarsEpisodeIThePhantomMenace,6.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheCroods,6.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AsterixattheOlympicGames,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Windtalkers,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TheHuntsmanWintersWar,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TeenageMutantNinjaTurtles,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gravity,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DantesPeak,5.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TeenageMutantNinjaTurtlesOutoftheShadows,5.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FantasticFour,4.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NightattheMuseum,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SanAndreas,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TomorrowNeverDies,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ThePatriot,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OceansTwelve,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MrMrsSmith,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Insurgent,6.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheAviator,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GulliversTravels,4.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
